FY ,Region,Forest Code,Forest Name,District Code ,District Name,STATE ,COUNTY ,LATITUDE ,LONGITUDE ,Treatment Type,Planned Date,Planned Acres,Accomplished Date,Accomplished Acres,Completed Date,WUI 
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3455,-115.6467,Machine Pile Burn,2011-01-03,4,2011-04-11,4,2011-04-11,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3141,-115.619,Machine Pile Burn,2011-01-04,6,2011-05-02,6,2011-05-06,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3455,-115.6467,Machine Pile Burn,2011-01-03,15,2011-03-30,15,2011-04-28,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.345,-115.646,Machine Pile Burn,2011-01-03,2,2011-05-02,2,2011-05-30,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3455,-115.6467,Machine Pile Burn,2011-01-03,3,2011-03-30,3,2011-04-28,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3455,-115.6467,Machine Pile Burn,2011-01-03,2,2011-03-30,2,2011-04-28,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3455,-115.6467,Machine Pile Burn,2011-01-03,2,2011-03-30,2,2011-04-29,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3455,-115.6467,Machine Pile Burn,2011-04-30,9,2011-05-26,9,2011-06-08,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3455,-115.6467,Machine Pile Burn,2011-01-03,3,2011-04-29,3,2011-05-26,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.2611,-115.6229,Machine Pile Burn,2011-01-03,9,2011-04-29,9,2011-05-03,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3455,-115.6467,Machine Pile Burn,2011-01-03,8,2011-04-28,8,2011-05-26,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3141,-115.619,Machine Pile Burn,2011-01-04,25,2011-05-02,25,2011-05-30,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.256,-115.6305,Machine Pile Burn,2010-02-04,31,2011-04-29,31,2011-05-18,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.2611,-115.6229,Machine Pile Burn,2011-01-04,10,2011-04-20,10,2011-04-28,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3403,-115.6507,Machine Pile Burn,2011-01-03,7,2011-04-29,7,2011-05-02,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3455,-115.6467,Machine Pile Burn,2011-01-03,1,2011-03-17,1,2011-04-29,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.2611,-115.6229,Machine Pile Burn,2011-01-04,14,2011-05-02,14,2011-05-02,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.2611,-115.6229,Machine Pile Burn,2011-01-04,3,2011-05-02,11,2011-05-02,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.2611,-115.6229,Machine Pile Burn,2011-01-04,11,2011-05-02,3,2011-05-02,Y
2011,04,17,Humboldt & Toiy,05,Spring Mountain,Nevada,Clark,36.3141,-115.619,Machine Pile Burn,2011-01-04,2,2011-05-02,2,2011-05-06,Y
2011,04,19,Uinta-Wasatch-Cache,03,Heber-Kamas Wasatch,Utah,Summit,40.6575,-110.9457,Machine Pile Burn,2011-06-20,4,2011-06-20,4,2011-06-20,Y
2011,04,19,Uinta-Wasatch-Cache,03,Heber-Kamas Wasatch,Utah,Summit,40.6275,-111.2162,Machine Pile Burn,2010-12-15,162,2011-02-15,162,2011-02-15,Y
2011,04,19,Uinta-Wasatch-Cache,03,Heber-Kamas Wasatch,Utah,Summit,40.5949,-111.0803,Machine Pile Burn,2010-10-31,3,2010-11-01,3,2010-11-01,Y
2011,04,19,Uinta-Wasatch-Cache,04,Evanston-Mountain View,Wyoming,Uinta,41.06,-110.3,Broadcast Burn,2010-10-20,435,2010-10-20,250,2010-10-20,N
2011,04,19,Uinta-Wasatch-Cache,04,Evanston-Mountain View,Wyoming,Uinta,41.06,-110.3,Broadcast Burn,2010-10-20,500,2010-10-20,250,2010-10-20,N
2011,04,19,Uinta-Wasatch-Cache,06,Ogden,Utah,Rich,41.6817,-111.3622,Broadcast Burn,2011-05-05,140,2011-05-05,140,2011-05-05,N
2011,04,19,Uinta-Wasatch-Cache,06,Ogden,Utah,Weber,41.1833,-111.9278,Machine Pile Burn,2010-12-15,205,2011-02-15,205,2011-02-15,Y
2011,04,19,Uinta-Wasatch-Cache,07,Logan,Utah,Cache,41.793,-111.446,Broadcast Burn,2010-10-22,2168,2010-10-22,2168,2010-10-22,N
2011,04,19,Uinta-Wasatch-Cache,08,Spanish Fork,Utah,Tooele,39.9345,-112.5537,Fire Use,2011-08-24,79,2011-08-24,79,2011-08-24,N
2011,04,19,Uinta-Wasatch-Cache,08,Spanish Fork,Utah,Utah,40.0745,-111.3549,Fire Use,2011-09-06,12,2011-09-06,12,2011-09-06,Y
2011,04,19,Uinta-Wasatch-Cache,08,Spanish Fork,Utah,Utah,40.071,-111.4139,Broadcast Burn,2011-05-05,519,2011-05-05,519,2011-05-05,Y
2011,05,01,Angeles,51,Arroyo Seco,California,Los Angeles,34.1999,-118.0147,Machine Pile Burn,2008-05-05,3482,2011-05-02,77,2011-05-09,Y
2011,05,01,Angeles,51,Arroyo Seco,California,Los Angeles,34.1999,-118.0147,Machine Pile Burn,2011-01-03,85,2011-03-18,85,2011-03-18,Y
2011,05,01,Angeles,52,Mt Baldy,California,Los Angeles,34.24,-117.8659,Machine Pile Burn,2010-10-18,10,2011-02-22,10,,Y
2011,05,01,Angeles,52,Mt Baldy,California,Los Angeles,34.2829,-117.845,Machine Pile Burn,2010-10-18,19,2011-04-19,17,,Y
2011,05,01,Angeles,52,Mt Baldy,California,San Bernardino,32.2385,-117.6566,Machine Pile Burn,2011-02-15,10,2011-02-15,10,,Y
2011,05,02,Cleveland,52,Trabuco,California,Orange,33.6543,-117.4313,Machine Pile Burn,2010-10-01,28,2011-04-25,28,2011-04-25,Y
2011,05,02,Cleveland,52,Trabuco,California,Riverside,33.5947,-117.3871,Machine Pile Burn,2010-10-01,40,2011-09-25,40,2011-09-30,Y
2011,05,02,Cleveland,52,Trabuco,California,Riverside,33.38,-117.229,Broadcast Burn,2010-10-01,235,2010-12-14,110,2010-12-14,Y
2011,05,02,Cleveland,52,Trabuco,California,Riverside,33.38,-117.229,Broadcast Burn,2010-10-01,235,2011-03-04,120,2011-03-10,Y
2011,05,02,Cleveland,52,Trabuco,California,Riverside,33.483,-117.353,Broadcast Burn,2010-10-01,92.5,2011-06-09,92.5,2011-06-09,Y
2011,05,02,Cleveland,52,Trabuco,California,Riverside,33.483,-117.353,Machine Pile Burn,2010-10-01,92.5,2011-03-16,92.5,2011-03-16,Y
2011,05,02,Cleveland,52,Trabuco,California,Riverside,33.38,-117.229,Machine Pile Burn,2010-10-01,235,2010-10-22,110,2010-10-22,Y
2011,05,02,Cleveland,53,Palomar,California,San Diego,33.209,-116.53,Machine Pile Burn,2010-10-04,853,2010-10-04,20,,Y
2011,05,02,Cleveland,53,Palomar,California,San Diego,32.9985,-116.7605,Machine Pile Burn,2010-10-01,75,2011-08-07,75,2011-09-25,Y
2011,05,02,Cleveland,53,Palomar,California,San Diego,33.21,-116.48,Broadcast Burn,2010-10-04,97,2011-02-16,97,2011-02-16,Y
2011,05,02,Cleveland,53,Palomar,California,San Diego,33.1723,-116.48,Broadcast Burn,2011-02-18,133,2011-04-15,117,2011-04-15,N
2011,05,02,Cleveland,53,Palomar,California,San Diego,32.9985,-116.7605,Machine Pile Burn,2010-10-18,230,2010-10-19,100,,Y
2011,05,02,Cleveland,53,Palomar,California,San Diego,33.3441,-116.7186,Machine Pile Burn,2010-11-10,14,2011-01-18,14,2011-03-04,Y
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.456,-116.452,Broadcast Burn,2011-02-23,100,2011-02-23,107,2011-02-28,Y
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.4524,-116.4232,Machine Pile Burn,2011-03-01,21,2011-03-13,7,2011-03-13,Y
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.5,-116.44,Machine Pile Burn,2011-02-07,4,2011-02-14,4,2011-03-15,N
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.5,-116.44,Machine Pile Burn,2011-02-21,9,2011-02-22,9,2011-02-24,N
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.5,-116.44,Machine Pile Burn,2011-02-14,13,2011-02-22,13,2011-02-24,N
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.715,-116.494,Machine Pile Burn,2010-11-18,69.5,2011-03-10,69.5,2011-03-10,N
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.5,-116.44,Machine Pile Burn,2010-10-01,6,2010-11-22,6,2010-11-22,Y
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.5,-116.44,Machine Pile Burn,2010-10-01,18,2010-12-26,18,2010-12-26,N
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.5,-116.44,Machine Pile Burn,2011-01-01,18,2011-02-08,18,2011-02-10,N
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.5001,-116.2727,Machine Pile Burn,2010-10-01,165,2011-04-01,165,2011-05-25,N
2011,05,02,Cleveland,54,Descanso,California,San Diego,32.5,-116.44,Machine Pile Burn,2011-02-21,5,2011-02-21,5,2011-02-25,Y
2011,05,03,Eldorado,51,Amador,California,Amador,38,-120,Machine Pile Burn,2008-12-01,54,2010-10-15,54,2010-10-15,N
2011,05,03,Eldorado,51,Amador,California,Amador,38,-120,Machine Pile Burn,2008-12-01,3,2010-10-15,3,2010-10-15,N
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,6,2010-10-15,6,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,33,2010-10-15,33,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,17,2010-10-15,16.6,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.5673,-120.5372,Machine Pile Burn,2009-10-01,2,2010-10-15,2,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,6,2010-10-15,6,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,118,2010-10-15,118,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,28,2010-10-15,28,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,10,2010-10-15,9.5,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,3,2010-10-15,3,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,59,2010-10-15,59,2010-10-15,N
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.5665,-120.4989,Machine Pile Burn,2008-12-01,14,2010-10-15,14,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,27,2010-10-15,27,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,10,2010-10-15,10.3,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,13,2010-10-15,13,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,47,2010-10-15,47,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.5642,-120.4902,Machine Pile Burn,2008-12-01,21,2010-10-15,21,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.5779,-120.4559,Machine Pile Burn,2009-10-01,1,2010-10-15,1,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,10,2010-10-15,10,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,14,2010-10-15,13.5,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.5701,-120.5262,Machine Pile Burn,2008-12-01,48,2010-10-15,48,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,45,2010-10-15,45,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,16,2010-10-15,16,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,5,2010-10-15,5,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,30,2010-10-15,30,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,6,2010-10-15,6,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,47,2010-10-15,47,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,20,2010-10-15,20,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,13,2010-10-15,13,2010-10-15,Y
2011,05,03,Eldorado,51,Amador,California,El Dorado,38.567,-120.5,Machine Pile Burn,2008-12-01,15,2010-10-15,15,2010-10-15,Y
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-10-21,7,2010-10-21,7,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-10-21,0.9,2010-10-21,1,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2009-04-01,8,2010-10-21,8,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-10-21,5,2010-10-21,5,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-10-21,28.3,2010-10-21,28.3,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-10-21,4,2010-10-21,4,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9455,-120.8278,Machine Pile Burn,2010-10-21,18,2010-10-21,18,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-10-21,9.1,2010-10-21,9.1,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-10-21,5.3,2010-10-21,5.3,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9521,-120.8227,Machine Pile Burn,2009-04-01,7.8,2010-10-21,7.8,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.8189,-120.589,Machine Pile Burn,2010-10-01,4,2010-10-17,4,2010-10-17,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-09-29,8,2010-10-18,8,2010-10-18,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9409,-120.835,Machine Pile Burn,2010-10-21,5,2010-10-21,5,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9437,-120.8285,Machine Pile Burn,2010-10-21,12,2010-10-21,12,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9437,-120.8219,Machine Pile Burn,2010-10-21,27,2010-10-21,27,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9507,-120.8259,Machine Pile Burn,2010-10-21,14,2010-10-21,14,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2008-11-01,76,2010-10-17,76,2010-10-17,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-10-21,2.2,2010-10-21,2.2,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9504,-120.8366,Machine Pile Burn,2010-10-21,7.9,2010-10-21,7.9,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.8797,-120.7679,Broadcast Burn,2010-10-21,56,2010-10-21,56,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2007-10-01,11,2010-10-24,11,2010-10-24,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9254,-120.7251,Machine Pile Burn,2010-10-01,19,2010-10-25,19,2010-10-25,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.58,-120.45,Machine Pile Burn,2010-09-28,15.8,2010-10-24,15.8,2010-10-24,Y
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.58,-120.45,Machine Pile Burn,2010-09-29,19.9,2010-10-24,19.9,2010-10-24,Y
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2008-11-01,49,2010-10-17,49,2010-10-17,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2009-09-29,3.1,2010-10-21,3.1,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2009-04-01,4.7,2010-10-21,4.7,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38,-120,Machine Pile Burn,2010-10-21,3.6,2010-10-21,4,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9448,-120.8381,Machine Pile Burn,2009-09-29,34,2010-10-21,34,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9401,-120.8371,Machine Pile Burn,2010-10-21,7,2010-10-21,7,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9446,-120.833,Machine Pile Burn,2010-10-21,2,2010-10-21,2,2010-10-21,N
2011,05,03,Eldorado,53,Georgetown,California,El Dorado,38.9482,-120.8379,Machine Pile Burn,2010-10-21,5,2010-10-21,5,2010-10-21,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,39.0007,-120.4079,Machine Pile Burn,2010-10-01,5,2010-11-17,5,2010-11-17,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.9994,-120.4029,Machine Pile Burn,2010-10-01,7,2010-11-17,7,2010-11-17,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.542,-120.522,Machine Pile Burn,2008-06-01,7,2010-10-25,7,2010-10-25,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.544,-120.522,Machine Pile Burn,2009-10-01,12,2010-10-25,12,2010-10-25,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.8196,-120.5236,Machine Pile Burn,2010-10-01,3,2010-10-25,3,2010-10-25,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.3977,-120.9086,Machine Pile Burn,2010-10-01,1,2010-10-25,1,2010-10-25,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.9333,-120.4117,Machine Pile Burn,2010-10-01,1,2010-10-25,1,2010-10-25,Y
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.8131,-120.4752,Machine Pile Burn,2010-09-01,3,2010-10-26,3,2010-10-26,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.8843,-120.3547,Machine Pile Burn,2010-10-25,11,2010-10-25,11,2010-10-25,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.8843,-120.3547,Machine Pile Burn,2010-10-01,4,2010-10-25,4,2010-10-25,N
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.7781,-120.4912,Machine Pile Burn,2010-10-01,17.1,2010-11-18,17.1,2010-11-18,Y
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.9222,-120.403,Machine Pile Burn,2010-10-01,1,2010-10-25,1,2010-10-25,Y
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.9279,-120.4054,Machine Pile Burn,2010-10-01,1,2010-10-25,1,2010-10-25,Y
2011,05,03,Eldorado,55,Pacific,California,El Dorado,38.9353,-120.3182,Machine Pile Burn,2010-10-01,2,2010-11-08,2,2010-11-08,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7098,-120.5925,Machine Pile Burn,2009-11-01,5,2010-12-02,5,2010-12-02,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38,-120,Machine Pile Burn,2010-10-20,36,2010-10-20,36,2010-10-20,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7035,-120.5189,Machine Pile Burn,2010-11-01,1,2010-12-02,1,2010-12-02,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7842,-120.1474,Machine Pile Burn,2010-11-15,1,2010-12-02,1,2010-12-02,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7095,-120.5924,Machine Pile Burn,2010-11-01,6,2010-11-15,6,2010-11-15,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7105,-120.5965,Machine Pile Burn,2010-09-01,2,2010-11-15,2,2010-11-15,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.6076,-120.5864,Machine Pile Burn,2010-11-01,2,2010-11-15,2,2010-11-15,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.6085,-120.581,Machine Pile Burn,2010-11-01,2,2010-11-01,2,2010-11-01,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7016,-120.5447,Machine Pile Burn,2010-10-20,55,2010-10-20,55,2010-10-20,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7009,-120.5652,Machine Pile Burn,2010-10-21,150,2010-10-21,150,2010-10-21,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7066,-120.5121,Machine Pile Burn,2009-11-01,18,2010-10-22,18,2010-10-22,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7095,-120.5924,Broadcast Burn,2011-02-02,27,2011-02-02,27,2011-02-02,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.747,-120.5877,Broadcast Burn,2011-02-02,10,2011-02-02,10,2011-02-02,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7105,-120.5965,Broadcast Burn,2011-02-02,14,2011-02-02,14,2011-02-02,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7068,-120.5199,Machine Pile Burn,2009-11-01,50,2010-10-21,50,2010-10-21,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7182,-120.5905,Machine Pile Burn,2010-10-21,15,2010-10-21,15,2010-10-21,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7035,-120.5189,Machine Pile Burn,2009-11-01,10,2010-10-21,10,2010-10-21,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7281,-120.5234,Machine Pile Burn,2008-10-01,4,2010-12-02,4,2010-12-02,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.6765,-120.3889,Machine Pile Burn,2008-10-01,6,2010-12-02,6,2010-12-02,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7114,-120.4803,Machine Pile Burn,2010-11-01,1,2010-12-02,1,2010-12-02,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7182,-120.5905,Machine Pile Burn,2010-12-02,1,2010-12-02,1,2010-12-02,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.698,-120.5579,Machine Pile Burn,2010-10-21,46,2010-10-21,46,2010-10-21,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7089,-120.5135,Machine Pile Burn,2009-11-01,16,2010-10-22,16,2010-10-22,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.6724,-120.3077,Broadcast Burn,2010-10-01,141,2010-10-17,141,2010-10-17,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7693,-120.6365,Machine Pile Burn,2010-11-01,4,2011-01-10,4,2011-01-10,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.5903,-120.472,Machine Pile Burn,2010-11-15,6,2010-12-02,6,2010-12-02,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.6291,-120.3995,Machine Pile Burn,2010-11-15,1,2010-12-02,1,2010-12-02,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.6224,-120.5437,Machine Pile Burn,2010-11-15,1,2010-12-02,1,2010-12-02,Y
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38,-120,Machine Pile Burn,2010-11-15,3,2010-11-15,3,2010-11-15,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.6397,-120.4489,Machine Pile Burn,2010-11-15,2,2010-12-02,2,2010-12-02,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.629,-120.4031,Machine Pile Burn,2010-11-15,1,2010-12-02,1,2010-12-02,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.6114,-120.4388,Machine Pile Burn,2010-11-02,1,2010-12-02,1,2010-12-02,N
2011,05,03,Eldorado,56,Placerville,California,El Dorado,38.7105,-120.5965,Machine Pile Burn,2010-12-01,1,2010-12-01,1,2010-12-01,Y
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.8169,-118.8975,Broadcast Burn,2010-11-01,14,2010-11-06,14,2010-11-06,N
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.7693,-118.9834,Broadcast Burn,2010-10-11,71,2010-10-15,71,2010-10-15,Y
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.8042,-119.05,Machine Pile Burn,2010-11-15,73,2010-11-30,73,2010-11-30,Y
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.768,-118.9865,Broadcast Burn,2010-10-11,36,2010-10-15,36,2010-10-15,Y
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.8106,-118.8944,Broadcast Burn,2010-11-01,5,2010-11-06,5,2010-11-06,N
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.8144,-118.8945,Broadcast Burn,2010-11-01,38,2010-11-06,38,2010-11-06,N
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.8087,-118.8869,Broadcast Burn,2010-11-01,49,2010-11-06,49,2010-11-06,N
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.8112,-118.8846,Broadcast Burn,2010-11-01,60,2010-11-06,60,2010-11-06,N
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.7666,-118.9913,Broadcast Burn,2010-10-11,44,2010-10-16,44,2010-10-16,N
2011,05,04,Inyo,51,Mono Lake,California,Mono,37.7667,-118.991,Broadcast Burn,2010-10-11,41,2010-10-16,41,2010-10-16,Y
